Record ID,Store Name,Store Street Address,Additonal Address,City,State,Zip Code,Zip4,County,Store Type,Latitude,Longitude,Incentive Program,Grantee Name,x,y
969025,Jacksons Food Stores 654,10 Denny Way,,Seattle,WA,98109,4907,KING,Convenience Store,47.618626,-122.35638,,,-13620649.916908283,6043640.692544681
1209227,Dollar Tree 6112,21815 Marine View Dr S,,Des Moines,WA,98198,6176,KING,Other,47.406982,-122.32489,,,-13617144.466143202,6008758.75503749
1077203,Trader Joe's 138,975 NW Gilman Blvd,Ste A,Issaquah,WA,98027,5377,KING,Supermarket,47.544029,-122.05219,,,-13586787.641003877,6031329.984553886
1296743,Lucky Grocery And Cafe LLC 30687,29100 Pacific Hwy S,Ste 7,Federal Way,WA,98003,3877,KING,Convenience Store,47.341152,-122.31171,,,-13615677.27525455,5997937.63086754
1213074,S & S Petroleum 62515,12739 1st Ave S,,Burien,WA,98168,2683,KING,Convenience Store,47.488861,-122.33389,,,-13618146.341560343,6022236.899916529
1210966,Chevron 1113,940 E Marginal Way,,Seattle,WA,98134,    ,KING,Convenience Store,47.561455,-122.33939,,,-13618758.598759705,6034204.2194929095
1210970,Chevron 1193,3725 150th Ave SE,,Bellevue,WA,98006,1660,KING,Convenience Store,47.576275,-122.14018,,,-13596582.642998777,6036649.374581321
1210976,Chevron 1121,15510 Aurora Ave N,,Shoreline,WA,98133,5920,KING,Convenience Store,47.741772,-122.34529,,,-13619415.383755384,6064001.911700475
1210980,Chevron 1005,1419 N 30th St,,Renton,WA,98056,2142,KING,Convenience Store,47.518421,-122.19971,,,-13603209.4922857,6027107.94816384
1191749,Sheger Arada,14645 Tukwila International Blvd,,Tukwila,WA,98168,4326,KING,Other,47.470886,-122.28606,,,-13612821.930315701,6019276.227599884
1218372,Site 17 Grocery,2500 Western Ave,Site 17,Seattle,WA,98121,1308,KING,Convenience Store,47.614235,-122.34961,,,-13619896.283955613,6042915.561697923
1522328,Gull Gas Station,14420 468th Ave SE,,North Bend,WA,98045,8659,KING,Convenience Store,47.468884,-121.71573,,,-13549333.08513157,6018946.539737167
1522373,Gray African Varieties Market Plus,214 W Meeker St,,Kent,WA,98032,5821,KING,Other,47.381397,-122.23443,,,-13607074.505006045,6004551.4920759555
1221720,CVS 10387,2104 N 45th St,,Seattle,WA,98103,6902,KING,Other,47.661407,-122.33343,,,-13618095.134594576,6050708.7470609695
1221730,CVS 10619,107 Bellevue Way SE,,Bellevue,WA,98004,5021,KING,Other,47.609077,-122.20152,,,-13603410.980564037,6042063.846045948
1126057,Eastlake Market,2244 Eastlake Ave E,,Seattle,WA,98102,3419,KING,Convenience Store,47.639587,-122.32585,,,-13617251.332854364,6047103.036877885
1247208,Lake City Way Shell,13001 Lake City Way NE,,Seattle,WA,98125,4428,KING,Convenience Store,47.723473,-122.293,,,-13613594.487581804,6060973.273878044
1159521,Los Vecinos,15423 Se 272nd St,Ste 104,Kent,WA,98042,4212,KING,Grocery Store,47.357952,-122.13554,,,-13596066.120561497,6000697.928570089
1247265,Safeway Inc Haggen 3438,1406 Lake Tapps Pkwy E,,Auburn,WA,98092,    ,KING,Supermarket,47.244678,-122.21059,,,-13604420.64834553,5982103.598837513
1247277,Safeway Inc DBA Haggen 3498,17641 Garden Way NE,,Woodinville,WA,98072,3535,KING,Supermarket,47.755882,-122.1555,,,-13598288.05759773,6066337.961919645
973559,Renton Grocery Outlet 101,2809 NE Sunset Blvd,,Renton,WA,98056,3105,KING,Super Store,47.500439,-122.1793,,,-13600937.461478608,6024144.455325699
1328875,Mana Grocery,15205 Military Rd S,,Seatac,WA,98188,2141,KING,Other,47.466743,-122.28905,,,-13613154.775593173,6018593.975354175
1492332,Local Roots Farm Store,26331 NE Valley St,Ste 6,Duvall,WA,98019,5022,KING,Grocery Store,47.737549,-121.98621,,,-13579442.781001335,6063302.875346806
1388151,La Malinche,26028 Pacific Hwy S,,Kent,WA,98032,6936,KING,Convenience Store,47.367989,-122.30238,,,-13614638.664405445,6002347.461549862
1633362,Ecolibrium Farms,13607 Redmond Woodville Rd NE,,Redmond,WA,98052,2017,KING,Farmers and Markets,47.72237,-122.13609,,,-13596127.346281432,6060790.752137768
1230017,Harameyn Grocery,5811 Rainier Ave S,,Seattle,WA,98118,2705,KING,Grocery Store,47.55014,-122.27727,,,-13611843.431991626,6032337.82075211
1228336,Stop By Corner Grocery ,14857 Tukwila International Blvd,,Tukwila,WA,98168,4328,KING,Convenience Store,47.469021,-122.28736,,,-13612966.645653732,6018969.100394424
1598939,Super 24 Convenient Store & Deli,6402 Lake Washington Blvd NE,,Kirkland,WA,98033,6818,KING,Convenience Store,47.663967,-122.20673,,,-13603990.95511107,6051131.880567445
1523807,Krishna Supermarket,660 Nw Gilman Blvd,Ste C6,Issaquah,WA,98027,2421,KING,Other,47.544163,-122.04621,,,-13586121.950448932,6031352.082794924
1131372,1st Hill Farmers Market,900 E Seneca St,,Seattle,WA,98122,4212,KING,Farmers and Markets,47.612206,-122.31972,,,-13616568.944375802,6042580.512695071
1132314,Trader Joe's 0160,490 228th Ave NE,,Sammamish,WA,98074,7209,KING,Supermarket,47.61356,-122.03545,,,-13584924.152727995,6042804.097427447
1270995,7-eleven 37755A,1105 NE 47th St,,Seattle,WA,98105,4616,KING,Convenience Store,47.663082,-122.31621,,,-13616178.212963117,6050985.599645198
1131250,B & E Meats and Seafood,13024 Newcastle Way,Ste 3,Newcastle,WA,98059,3087,KING,Specialty Store,47.537628,-122.16493,,,-13599337.800395912,6030274.447053919
1274547,CVS Pharmacy 10659,33520 21st Ave SW,,Federal Way,WA,98023,2874,KING,Other,47.301319,-122.36088,,,-13621150.85461685,5991396.440387576
1165035,CVS Pharmacy 10285,10712 SE Carr Rd,,Renton,WA,98055,5826,KING,Other,47.445297,-122.19782,,,-13602999.0984481,6015063.19538606
1164616,Jacksons Food Stores 622,12001 NE 8th St,,Bellevue,WA,98005,3110,KING,Convenience Store,47.617302,-122.17986,,,-13600999.800393455,6043422.040438448
1167249,Uplake Grocery & Deli,6016 Ne Bothell Way,Ste L,Kenmore,WA,98028,9403,KING,Convenience Store,47.758358,-122.26343,,,-13610302.770239048,6066747.9535662355
1168189,Trader Joe's 163,12966 Kent Kangley Rd,Ste D,Kent,WA,98030,7940,KING,Supermarket,47.358643,-122.16827,,,-13599709.60749516,6000811.481058976
1312140,Idil Iinternational Market Llc,4433 S Graham St,Ste 3,Seattle,WA,98118,2777,KING,Grocery Store,47.54599,-122.27669,,,-13611778.866686966,6031653.383105116
1173442,CVS 10373,117 SW 160th St,,Burien,WA,98166,3024,KING,Other,47.459652,-122.33522,,,-13618294.396483097,6017426.383333948
1343476,Haller Lake Market,13401 Roosevelt Way N,,Seattle,WA,98133,7842,KING,Convenience Store,47.726223,-122.32922,,,-13617626.479538338,6061428.353977134
1342823,Whole Foods Market 10630,1001 Broadway,,Seattle,WA,98122,4397,KING,Super Store,47.611141,-122.32084,,,-13616693.62220549,6042404.654325182
1170991,Highline Chevron,23845 Pacific Hwy S,,Des Moines,WA,98198,8740,KING,Convenience Store,47.386688,-122.29647,,,-13613980.766214859,6005421.390162108
976052,Burien USA,303 SW 148th St,,Burien,WA,98166,1927,KING,Convenience Store,47.470177,-122.33828,,,-13618635.034124924,6019159.468573917
978513,Dollar Tree 4494,10014 15th Ave SW,,Seattle,WA,98146,3728,KING,Other,47.513149,-122.35352,,,-13620331.543164613,6026238.999986918
1196445,South Center 76 Union,16200 W Valley Hwy,,Tukwila,WA,98188,5528,KING,Convenience Store,47.457909,-122.24409,,,-13608149.851287104,6017139.408025308
1313935,Pacific Hwy Shell Gas,26010 Pacific Hwy S,Ste 101,Kent,WA,98032,6902,KING,Convenience Store,47.368378,-122.30392,,,-13614810.096421268,6002411.398158659
1197231,Noah's Grocery,4700 50th Ave S,,Seattle,WA,98118,1838,KING,Convenience Store,47.560429,-122.27069,,,-13611110.949742207,6034034.965128912
1318611,Elliott Shell Food Mart,630 Elliott Ave W,,Seattle,WA,98119,5915,KING,Convenience Store,47.625465,-122.36669,,,-13621797.620858362,6044770.2080291305
1212098,7-Eleven 37134A,5700 Martin Luther King Jr Way S,,Seattle,WA,98118,2622,KING,Convenience Store,47.550945,-122.28777,,,-13613012.286644954,6032470.591439027
1578254,Papa Murphy's Pizza WA170,348 Roosevelt Ave E,,Enumclaw,WA,98022,8216,KING,Specialty Store,47.199272,-121.97559,,,-13578260.56800911,5974661.207629105
1525165,Naanwa Bakery,12005 NE 12th St,Ste 18,Bellevue,WA,98005,2420,KING,Specialty Store,47.619984,-122.17879,,,-13600880.688538305,6043864.965336311
1650298,Chandler's Bay Korean Chicken And Mart 1,1018 Central Ave N,,Kent,WA,98032,3046,KING,Convenience Store,47.3923,-122.22932,,,-13606505.662408091,6006344.159579023
1204383,Chevron 1153,18015 E Valley Hwy,,Kent,WA,98032,2503,KING,Convenience Store,47.440243,-122.22087,,,-13605565.012710886,6014231.3355190875
1315823,Sa Marok Llc,11750 Lake City Way NE,,Seattle,WA,98125,5330,KING,Convenience Store,47.715435,-122.29748,,,-13614093.198900556,6059643.253836446
1204501,Chevron 1007,524 A St SE,,Auburn,WA,98002,6040,KING,Convenience Store,47.303108,-122.22864,,,-13606429.96515435,5991690.115927494
1320983,East African Grocery Llc 1,7135 Martin Luther King Jr Way S,,Seattle,WA,98118,3521,KING,Grocery Store,47.538006,-122.28183,,,-13612351.048869645,6030336.776417647
1319537,Tienda Mexicana La Bonita,4111 A St SE,Ste 101,Auburn,WA,98002,8651,KING,Grocery Store,47.271385,-122.22894,,,-13606463.361001587,5986484.060526581
1316767,City Grocery Wholesale And Retail Inc.,14818 Tukwila International Blvd,Ste 100,Tukwila,WA,98168,4384,KING,Grocery Store,47.469967,-122.28644,,,-13612864.2317222,6019124.885807931
1319975,Aurora Village Mart,20003 Aurora Ave N,,Shoreline,WA,98133,3120,KING,Convenience Store,47.774323,-122.34609,,,-13619504.43934802,6069392.007259584
760034,BARTELL DRUGS 45,4700 NE 4th St,,Renton,WA,98059,4800,KING,Other,47.489895,-122.15568,,,-13598308.095106073,6022407.241451042
1585134,Gracie's Greens,11132 SW 204th St,,Vashon,WA,98070,6011,KING,Farmers and Markets,47.422234,-122.47724,,,-13634103.990565557,6011267.8052981915
1290701,Bartell Drugs 75,35013 SE Snoqualmie Pkwy,,Snoqualmie,WA,98065,9709,KING,Other,47.528103,-121.8756,,,-13567129.732124694,6028703.994318686
1290700,Bartell Drugs 73,419 NE 71st St,,Seattle,WA,98115,5430,KING,Other,47.679993,-122.32337,,,-13616975.260517195,6053781.234121446
1283710,Dollar Tree 7194,310 Washington Ave S,,Kent,WA,98032,5713,KING,Other,47.379368,-122.24733,,,-13608510.526437277,6004217.925513284
1347496,7-eleven 38365A,4710 University Way NE,,Seattle,WA,98105,4427,KING,Convenience Store,47.663506,-122.31303,,,-13615824.216982393,6051055.681947081
1571950,La Bonita Market 2,24202 104th Ave SE,,Kent,WA,98030,5381,KING,Grocery Store,47.384876,-122.20116,,,-13603370.905547353,6005123.46777582
1574495,Pacific Islands Groceries And More ,1250 Sw 43rd St,Ste D1,Renton,WA,98057,4833,KING,Grocery Store,47.441692,-122.23418,,,-13607046.675133344,6014469.82456702
1285424,Emm And Ess,20010 Ballinger Way NE,,Shoreline,WA,98155,1225,KING,Convenience Store,47.774796,-122.30968,,,-13615451.296688236,6069470.355837525
1662355,CVS Pharmacy 11686,15100 SE 38th St,,Bellevue,WA,98006,1728,KING,Other,47.576584,-122.1374,,,-13596273.174814371,6036700.363924166
1285173,CVS Pharmacy 10794,2438 32nd Ave W,,Seattle,WA,98199,3202,KING,Other,47.640888,-122.39831,,,-13625317.543157244,6047317.982229723
985673,Burien Farmers Market,400 Sw 152nd Street,,Burien,WA,98166,    ,KING,Farmers and Markets,47.467129,-122.33962,,Washington State Department of Health ,-13618784.202242587,6018657.537979053
985769,Issaquah Arco Am/pm 209,800 Front St N,,Issaquah,WA,98027,2507,KING,Convenience Store,47.53846,-122.0363,,,-13585018.77429517,6030411.638205073
1321186,Tilth Alliance,4649 Sunnyside Ave N,Ste 100,Seattle,WA,98103,6952,KING,Farmers and Markets,47.66346,-122.33018,,Washington State Department of Health ,-13617733.346249498,6051048.078650953
1321118,Jaimaa Llc,5235 Delridge Way SW,,Seattle,WA,98106,1377,KING,Convenience Store,47.553867,-122.36302,,,-13621389.07832715,6032952.541429712
1322458,Manhattan Express Grocery,16928 Juanita Dr NE,,Kenmore,WA,98028,4248,KING,Convenience Store,47.751408,-122.24997,,,-13608804.40989297,6065597.17834479
1348563,Dollar Etc,16256 Military Rd S,Ste 112,Seatac,WA,98188,3049,KING,Convenience Store,47.456959,-122.28223,,,-13612395.57666596,6016982.999785742
1322816,YM Snoqualmie Market LLC,8030 Railroad Ave SE,,Snoqualmie,WA,98065,5160,KING,Convenience Store,47.528397,-121.82504,,,-13561501.418670185,6028752.463869443
1322851,Puget Consumers Co-op Burien 17,15840 1st Ave S,,Burien,WA,98148,1302,KING,Super Store,47.460968,-122.33387,,,-13618144.115170527,6017643.061757822
1348086,Michigan Street Shell,600 S Michigan St,,Seattle,WA,98108,2633,KING,Convenience Store,47.546459,-122.32551,,,-13617213.484227495,6031730.730089409
1322997,Dollar Tree 7562,80 Front St S,,Issaquah,WA,98027,3819,KING,Other,47.529488,-122.03651,,,-13585042.15138824,6028932.3311418
1323018,Dollar Tree 7457,26100 Pacific Hwy S,,Kent,WA,98032,6910,KING,Other,47.367664,-122.30429,,,-13614851.28463286,6002294.044436196
1185736,Renton Farmers Market,233 Burnett Ave S,,Renton,WA,98057,2112,KING,Farmers and Markets,47.480198,-122.20788,,,-13604118.972525481,6020809.88588346
1372305,Ez Mart,9201 Holman Rd NW,,Seattle,WA,98117,2259,KING,Convenience Store,47.696831,-122.37241,,,-13622434.3683457,6056565.701100562
1526875,Mana Grocery Kent Llc 1,10700 SE 208th St,,Kent,WA,98031,5545,KING,Other,47.416267,-122.1982,,,-13603041.399854604,6010286.109595936
1526919,Arco Ampm 7189,15252 Tukwila International Blvd,,Tukwila,WA,98188,2246,KING,Convenience Store,47.465645,-122.28799,,,-13613036.776932929,6018413.170232603
1527737,Arco Ampm 7055,11450 NE 124th St,,Kirkland,WA,98034,4305,KING,Convenience Store,47.711552,-122.18706,,,-13601801.300727166,6059000.820760991
1349452,7-eleven 22671B,711 Washington Ave N,,Kent,WA,98032,2917,KING,Convenience Store,47.387043,-122.24751,,,-13608530.56394562,6005479.759158311
1324402,Papa Murphy's WA-048,755 NW Gilman Blvd,Ste C,Issaquah,WA,98027,5370,KING,Specialty Store,47.544239,-122.05008,,,-13586552.756878303,6031364.616150768
1324416,M & H Grocery,18015 SE Renton Maple Valley Rd,,Renton,WA,98058,8302,KING,Convenience Store,47.462685,-122.10146,,,-13592272.352315262,6017925.77268903
1324069,La Central,25626 Pacific Hwy S,,Kent,WA,98032,5556,KING,Grocery Store,47.371964,-122.30025,,,-13614401.553890055,6003000.820573009
1324154,Seven Star Mini Mart,1917 S Jackson St,,Seattle,WA,98144,2224,KING,Convenience Store,47.599228,-122.30672,,,-13615121.79099549,6040437.761488704
1394527,The Way Market,7630 NE Bothell Way,,Kenmore,WA,98028,3522,KING,Convenience Store,47.756489,-122.23796,,,-13607467.462808544,6066438.470990643
1368243,Reliance Mini Mart,14620 Pacific Hwy S,,Tukwila,WA,98168,4327,KING,Convenience Store,47.471874,-122.28543,,,-13612751.7990365,6019438.935329241
1657368,CVS Pharmacy 11664,6939 Coal Creek Pkwy SE,,Newcastle,WA,98059,3136,KING,Other,47.53875,-122.16759,,,-13599633.91024142,6030459.457747774
1368674,D Unik Oriental Foods 1,18002 15th Ave NE,Ste I,Shoreline,WA,98155,3838,KING,Convenience Store,47.759544,-122.31344,,,-13615869.85797362,6066944.3458138425
1606223,Amazon Go IBF2,10819 NE 4th St,,Bellevue,WA,98004,5531,KING,Other,47.613705,-122.19598,,,-13602794.270585043,6042828.041482728
1647987,Lee Family Farm ,1509 Pike Pl,Ste 2,Seattle,WA,98101,1528,KING,Specialty Store,47.608692,-122.34104,,,-13618942.275919516,6042000.276222537
1650202,Broadway Roy Gas,915 E Roy St,,Seattle,WA,98102,4612,KING,Convenience Store,47.625107,-122.32024,,,-13616626.830511015,6044711.077803961
1528216,Pacific Halal Market,33110 Pacific Hwy S,Ste 1,Federal Way,WA,98003,6444,KING,Grocery Store,47.304951,-122.31258,,,-13615774.123211537,5991992.666298053
1326245,Teresita's Mini Market,1529 W Meeker St,Ste 104,Kent,WA,98032,4636,KING,Grocery Store,47.381241,-122.25491,,,-13609354.32817749,6004525.845300153
1000664,Fil-am Food & Gifts Inc.,15206 Aurora Ave N,,Shoreline,WA,98133,6124,KING,Grocery Store,47.73917,-122.34523,,,-13619408.704585936,6063571.193986032
1205669,Don Chano's Tienda,1610 SW Dash Point Rd,Ste A,Federal Way,WA,98023,4567,KING,Grocery Store,47.323582,-122.35497,,,-13620492.956426265,5995051.75902949
1037068,Speed E Mart,9625 Renton Ave S,,Seattle,WA,98118,5719,KING,Convenience Store,47.516335,-122.26888,,,-13610909.46146387,6026764.116425166
1286436,European Grocery,900 160th Ave NE,Ste 5 & 6,Bellevue,WA,98008,3939,KING,Grocery Store,47.617085,-122.12812,,,-13595240.129939811,6043386.204480852
951978,Bel-Red Arco AM PM Food Mart,14650 Bellevue-Redmond Rd,,Bellevue,WA,98007,    ,KING,Convenience Store,47.62648,-122.14343,,,-13596944.431343853,6044937.855981045
1302269,Sunset Mobile,4715 NE Sunset Blvd,,Renton,WA,98059,4202,KING,Convenience Store,47.505737,-122.15619,,,-13598364.868046377,6025017.477681071
1300660,Dollar Tree 7340,757 Rainier Ave S,,Renton,WA,98057,3200,KING,Other,47.471855,-122.21792,,,-13605236.620213045,6019435.8063056
1396222,Highland Shell 1,21449 International Blvd,,Des Moines,WA,98198,6074,KING,Convenience Store,47.408707,-122.29833,,,-13614187.820467735,6009042.491980852
1396497,Valley Food Mart,22240 SE 272nd St,,Maple Valley,WA,98038,7420,KING,Convenience Store,47.358368,-122.04401,,,-13585877.047569187,6000766.289948203
1397115,North Bend Farmers Market,400 SE Orchard Dr,,North Bend,WA,98045,9470,KING,Farmers and Markets,47.49012,-121.78467,,Washington State Department of Health ,-13557007.45082686,6022444.308476809
1021872,Juneau Street Market,5901 California Ave SW,,Seattle,WA,98136,1611,KING,Convenience Store,47.55014,-122.38716,,,-13624076.330834897,6032337.82075211
1245204,All Star Grocery,2825 S 200th St,,Seatac,WA,98198,5208,KING,Convenience Store,47.422691,-122.2971,,,-13614050.897494057,6011342.995897654
1043556,7-Eleven Store 35334 A,31207 124th Ave SE,,Auburn,WA,98092,3618,KING,Convenience Store,47.322159,-122.17644,,,-13600619.087734941,5994818.073354315
954259,7-Eleven 2360-29078B,101 NE 50th St,,Seattle,WA,98105,4823,KING,Convenience Store,47.664993,-122.32799,,,-13617489.55656466,6051301.470367935
1370394,Auburn's Main Supermarket,1119 E Main St,,Auburn,WA,98002,5777,KING,Grocery Store,47.308537,-122.21411,,,-13604812.492953124,5992581.381080686
988480,Federal Way Farmers Market,1701 S. 320th,,Federal Way,WA,98023,    ,KING,Farmers and Markets,47.315044,-122.31149,,Washington State Department of Health ,-13615652.784966573,5993649.739383929
1664267,CVS Pharmacy 11687,14901 4th Ave SW,,Burien,WA,98166,1906,KING,Other,47.468994,-122.33943,,,-13618763.051539334,6018964.65412885
1646939,Market Pl X Smokewidow,427 E Smith St,,Kent,WA,98030,4545,KING,Convenience Store,47.383602,-122.22853,,,-13606417.720010364,6004914.00750525
990473,Dash Point Arco,1600 SW 312th St,,Federal Way,WA,98023,4407,KING,Convenience Store,47.322636,-122.35545,,,-13620546.389781844,5994896.405799176
1370731,Dollar Tree 7965,12722 SE 312th St,Ste K,Auburn,WA,98092,    ,KING,Other,47.322483,-122.1734,,,-13600280.676482929,5994871.280220945
1327599,Arco Ampm 7040,24014 116th Ave SE,,Kent,WA,98030,5063,KING,Convenience Store,47.386265,-122.18671,,,-13601762.338905388,6005351.841139052
1305185,Arco Ampm 7112,12903 NE 20th St,,Bellevue,WA,98005,1903,KING,Convenience Store,47.628044,-122.16782,,,-13599659.513724305,6045196.188853422
1328660,Bellevue Farmers Market,1717 Bellevue Way NE,,Bellevue,WA,98004,2853,KING,Farmers and Markets,47.626331,-122.20538,,,-13603840.6737985,6044913.245388175
1397626,Del Rio Supermarkets,24811 Pacific Hwy S,,Kent,WA,98032,1613,KING,Supermarket,47.378551,-122.29868,,,-13614226.78228951,6004083.614756062
1395871,Kk Market,23805 104th Ave SE,,Kent,WA,98031,3313,KING,Grocery Store,47.388805,-122.20313,,,-13603590.204944212,6005769.472501074
1595437,Macpherson's Produce,4500 15th Ave S,,Seattle,WA,98108,1818,KING,Grocery Store,47.563084,-122.3131,,,-13615832.009346751,6034472.9547224725
1397162,The Souk N/A,1916 Pike Pl,Ste 11,Seattle,WA,98101,1056,KING,Other,47.610062,-122.34281,,,-13619139.311418217,6042226.487854164
1397184,Michigan 76,551 S Michigan St,,Seattle,WA,98108,3316,KING,Convenience Store,47.545723,-122.32677,,,-13617353.746785894,6031609.35005646
1643613,Grocery Outlet Of Lake City 118,3020 NE 127th St,,Seattle,WA,98125,4415,KING,Super Store,47.721748,-122.2952,,,-13613839.39046155,6060687.826804298
1575495,La Mexicana,17208 Bothell Way Ne,Ste B,Bothell,WA,98011,1954,KING,Grocery Store,47.752628,-122.21136,,,-13604506.36435344,6065799.173808561
1578249,Papa Murphy's Pizza WA080,23880 SE Kent Kangley Rd,,Maple Valley,WA,98038,6848,KING,Specialty Store,47.361794,-122.02339,,,-13583581.63966903,6001329.305834964
1349732,Kings Deli And Grocery Llc,2800 E Cherry St,Ste C,Seattle,WA,98122,5007,KING,Grocery Store,47.608021,-122.29585,,,-13613911.748130566,6041889.484220201
1349766,7-eleven 32658C,1200 SW 43rd St,,Renton,WA,98057,4829,KING,Convenience Store,47.441208,-122.23342,,,-13606962.07232034,6014390.162898408
1360543,Dollar Tree 7848,2819 NE Sunset Blvd,,Renton,WA,98056,3105,KING,Other,47.501202,-122.17928,,,-13600935.235088795,6024270.179615277
1377659,Ballinger Village Thriftway 040193,20150 Ballinger Way Ne,,Shoreline,WA,98155,1117,KING,Other,47.775513,-122.31075,,,-13615570.408543384,6069589.122377036
1172034,H Mart,100 108th Ave  NE,,Bellevue,WA,98004,    ,KING,Super Store,47.61108,-122.19616,,,-13602814.308093386,6042394.581794591
1269395,7-eleven 37068A,810 3rd Ave,,Seattle,WA,98104,1655,KING,Convenience Store,47.604603,-122.33304,,,-13618051.719993168,6041325.144037992
1307968,Arco Ampm 7064,3648 Auburn Way N,,Auburn,WA,98002,1801,KING,Convenience Store,47.339802,-122.22227,,,-13605720.859997997,5997715.859362486
1307969,Arco Ampm 7050,1901 NE 205th St,,Shoreline,WA,98155,1221,KING,Convenience Store,47.777439,-122.30848,,,-13615317.713299284,6069908.160269307
1378488,Puget Consumers Co-op West Seattle 19,2749 California Ave SW,,Seattle,WA,98116,2405,KING,Supermarket,47.577736,-122.38674,,,-13624029.576648766,6036890.462767084
1378603,Whole Foods Market 10524,4755 Fauntleroy Way SW,Unit 190,Seattle,WA,98116,4671,KING,Super Store,47.559933,-122.38152,,,-13623448.488906825,6033953.143544966
1378852,Auburnwa Grocery Outlet 158,102 Cross St SE,,Auburn,WA,98002,5408,KING,Super Store,47.303955,-122.22797,,,-13606355.381095517,5991829.159741804
1255224,CVS 10331,531 Queen Anne Ave N,,Seattle,WA,98109,4521,KING,Other,47.624222,-122.35677,,,-13620693.33150969,6044564.905661244
1638006,Don And Joe's,85 Pike St,,Seattle,WA,98101,2085,KING,Specialty Store,47.608326,-122.34081,,,-13618916.67243663,6041939.844045061
1361010,CVS Pharmacy 11076,503 Westlake Ave N,,Seattle,WA,98109,4304,KING,Other,47.623375,-122.33849,,,-13618658.411217991,6044425.012154098
1399656,Baraka Wholesale,15035 Military Rd S,,Seatac,WA,98188,2139,KING,Grocery Store,47.467751,-122.28907,,,-13613157.001982985,6018759.963709033
1399801,Arco Ampm 7070,3910 S 320th St,,Auburn,WA,98001,3116,KING,Convenience Store,47.315456,-122.28419,,,-13612613.762867916,5993717.388444305
1399802,Arco Ampm 7073,17450 SE 272nd St,,Covington,WA,98042,4949,KING,Convenience Store,47.358135,-122.10777,,,-13592974.778302167,6000728.000936851
1350933,7-eleven 14470B,1600 Sw Holden St,,Seattle,WA,98106,1879,KING,Convenience Store,47.533722,-122.35538,,,-13620538.597417489,6029630.403272089
1350959,7 Eleven 35532b 35532,819 Virginia St,Ste C1,Seattle,WA,98101,4433,KING,Convenience Store,47.616116,-122.33602,,,-13618383.452075733,6043226.183056476
1362179,Lake City Farmers Market,12501 28th Ave NE,,Seattle,WA,98125,4319,KING,Farmers and Markets,47.719753,-122.29811,,,-13614163.330179758,6060357.712844604
1362188,Columbia City Farmers Market,4801 Rainier Ave S,,Seattle,WA,98118,2181,KING,Farmers and Markets,47.559231,-122.28681,,,-13612905.419933796,6033837.340933606
1362195,Phinney Farmers Market,6615 Dayton Ave N,,Seattle,WA,98103,5215,KING,Farmers and Markets,47.677357,-122.35287,,,-13620259.185495598,6053345.405343531
1362219,Magnolia Farmers Market,2550 34th Ave W,,Seattle,WA,98199,3240,KING,Farmers and Markets,47.642532,-122.39977,,,-13625480.069613803,6047589.604150168
1362224,Capital Hill Farmers Market, E Denny Way,between Broadway and 10th Ave,Seattle,WA,98102,    ,KING,Farmers and Markets,47.618504,-122.32851,,Washington State Department of Health ,-13617547.442699872,6043620.544611457
1584104,Rose Bakery,25805 104th Ave SE,,Kent,WA,98030,7607,KING,Grocery Store,47.370426,-122.20334,,,-13603613.582037281,6002748.018209887
1361727,Pike Place Fish Market Inc.,86 Pike St,,Seattle,WA,98101,2025,KING,Specialty Store,47.608776,-122.34043,,,-13618874.37103013,6042014.145962279
1379504,Enat Market,14616 15th Ave NE,,Shoreline,WA,98155,7103,KING,Grocery Store,47.735542,-122.31239,,,-13615752.972508285,6062970.675009078
1379682,Enat Souk Deli,11546 15th Ave NE,,Seattle,WA,98125,6322,KING,Specialty Store,47.71365,-122.31245,,,-13615759.651677733,6059347.9239049405
1378922,Balageru International Mart,7631 Rainier Ave S,,Seattle,WA,98118,3947,KING,Grocery Store,47.533779,-122.27052,,,-13611092.025428772,6029639.801415529
1380157,Burien76,12660 1st Ave S,,Seattle,WA,98168,2617,KING,Convenience Store,47.488899,-122.33382,,,-13618138.549195988,6022243.159990934
1374832,Dollar Tree 7906,12000 Des Moines Dr S,,Burien,WA,98168,2228,KING,Other,47.495224,-122.31037,,,-13615528.107136885,6023285.196025907
1258415,Ethio Mini Market,8432 Rainier Ave S,,Seattle,WA,98118,4655,KING,Grocery Store,47.527023,-122.26964,,,-13610994.064276874,6028525.945239844
1310943,Arco Ampm 7052,2900 NE 3rd St,,Renton,WA,98056,4000,KING,Convenience Store,47.487701,-122.17966,,,-13600977.536495296,6022045.805087678
1310945,Arco Ampm 7013,5620 Martin Luther King Jr Way S,,Seattle,WA,98118,2239,KING,Convenience Store,47.551468,-122.28762,,,-13612995.588721337,6032556.852245285
1310155,Military Rd Chevron,27121 Military Rd S,,Kent,WA,98032,7007,KING,Convenience Store,47.358078,-122.29205,,,-13613488.734065553,6000718.634122905
1363780,El Toreo Tienda Y Carniceria,29314 Pacific Hwy S,Ste 101b,Federal Way,WA,98003,3863,KING,Grocery Store,47.338913,-122.31217,,,-13615728.482220313,5997569.821816117
1458364,Bkkn Llc,9861 Aurora Ave N,,Seattle,WA,98103,3224,KING,Convenience Store,47.700985,-122.34514,,,-13619398.685831765,6057252.778191157
